No   ID         RANK2018 RATIO2018  RANK2099 RATIO2099
731 81456 290  19.295932 308  28.59807
732 81616 738  85.728838 730  93.17288
733 81648 757  81.018591 776  89.47873
734 81712  61   2.155436  55   2.67479
735 81824 102   4.571927 136   9.43246
736 81832 444  36.876183 455  48.61490
737 81856 154   7.734960 127   8.35712
738 82080 793 90.025805 787  90.95441
739 82128 509  44.059367 473  50.64131
740 82160 363  27.842145 328  30.89381
741 82200 129   6.183968 105   7.01634
742 82296  19   0.180042  11   0.16499
743 82344 113   5.232220  99   6.70420
744 82616 402  31.191977 357  34.07895
745 82736 281  18.641404 258  22.39724
746 82832 501  43.110859 521  58.77363
747 82848 762  82.512044 768  88.79243
748 82968 625  60.327409 606  70.93525
749 83104  34   0.716133  40   1.77694
750 83136  88   3.722851  77   4.33038
751 83200 442  36.752796 424  43.94331
752 83328 153   7.713345 157  11.88866
753 83376 301  20.286043 274  23.82117
754 83472  84   3.584576  64   3.59635
755 83496 515  44.776523 504  56.72525
756 83512  79   3.384239  68   3.83680
757 83584   8   0.026163   7   0.08952
758 83680 669  68.305565 700  88.68339
759 83736 479  40.791249 443  47.10337
760 83856 769  84.221376 778  89.52950
761 83928 495  42.366842 633  75.00529
762 84272 676  69.043234 656  79.19102
763 84288 423  34.630417 648  77.79111
764 84376 624  60.259256 556  62.74277
765 84440 202  11.851446 189  15.06995
766 84512   6   0.012132   2   0.01222
767 84552 302  20.335430 332  31.30318
768 84704 187  10.425704 147  11.06995
769 85188  45   1.298352  36   1.55151
770 85272 660  67.014277 683  83.75156
771 85320 247  15.159813 217  17.81538
772 85496 653  64.634426 617  72.76383
773 85528 729  83.316193 694  86.11822
774 85592 151   7.660100 163  12.55160
775 85632 424  34.639527 381  38.44623
776 85664 157   8.113770 133   9.16936
777 85728 181  10.324919 165  12.72376
778 86056 272  17.862327 309  28.70685
779 86128 169   9.587863 161  12.30530
780 86160 139   6.705176 106   7.18482
781 86528 283  18.803146 325  30.65930
782 86560 350  25.702712 305  28.18718
783 86568 685  71.449917 682  83.65447
784 86640 241  14.823063 263  22.72307
785 86656 640  63.295174 707  89.58642
786 86856 783  88.115745 783  89.67208
787 86880 240  14.728713 298  27.32052
788 86920 324  22.295424 317  30.02677
789 86968 134   6.414005 109   7.39795
790 87080 236  14.499331 257  22.29915
791 87208 211  12.654053 480  51.90363
792 87224 741  86.524160 729  92.85167
793 87232 556  51.675152 522  58.79408
794 87272 488  41.563848 492  54.39420
1    820 17 16.9232 35 35.9895
2   2000 15 15.5580 22 24.4381
3   2184 18 16.9823 16 18.9182
4   3088 42 36.7263 41 45.8989
5   4792 31 27.0767 36 37.1646
6   6088 47 46.9029 55 77.7004
7   8040 54 70.7151 54 75.8876
8  10464 45 43.5638 44 50.4736
9  11232 35 29.9694 31 31.7923
10 13208 23 20.1047 29 30.7224
11 13704 39 35.0980 37 38.5563
12 14712 19 17.6448 18 21.5126
13 15776 49 50.7125 48 65.5650
14 16296  4  4.3711  5  7.2423
15 20136 40 35.9632 39 41.2198
16 20432 41 36.6806 38 40.6762
17 21648 22 19.6653 21 24.3104
18 24000 21 19.1143 23 24.7981
19 25360 33 28.9954 30 31.4217
20 27456 43 40.2636 40 42.1642
21 31200  3  3.6474  3  5.1783
22 32800 37 30.3651 42 46.3596
23 33408  1  0.0295  1  0.0316
24 34064  2  2.1358  2  2.9065
25 37784 20 18.2563 17 19.7690
26 38288 52 62.1523 50 68.5009
27 41216  7  6.2644 10 12.6180
28 42168 36 30.1471 32 33.3573
29 44128 53 65.8867 52 71.8168
30 44864 10  8.1112  7  8.7815
31 46256 38 30.4781 34 34.5714
32 48360 25 20.7210 20 23.4523
33 50344 14 14.6004 13 16.6590
34 50408 30 25.9066 27 29.5722
35 52584  6  6.0180  9 12.4107
36 53368 29 24.6986 25 27.3819
37 53736 27 23.1520 24 25.8130
38 56456 34 29.6320 33 34.2490
39 57976 11  8.5214  8  9.1763
40 60000  9  7.6408 11 12.9145
41 61000 13 14.5066 15 18.4300
42 61048 26 23.0297 28 30.2079
43 62432 12 13.2246 12 15.3610
44 63624 32 27.2325 43 48.4810
45 67344  5  4.9498  4  5.5269
46 69000 28 23.5770 26 27.8656
47 69600 48 49.5737 45 52.6297
48 69720 24 20.2831 19 22.4291
49 75304 56 78.3482 56 87.6429
50 76904 51 61.8239 49 65.7493
51 78528 16 16.0612 14 18.1776
52 81000 50 61.6065 51 70.8331
53 81328  8  7.5121  6  8.7063
54 85152 46 44.8079 46 56.4222
55 85312 55 71.1843 53 72.5544
56 87048 44 41.6855 47 61.6667

